'Company Name', 'Internationale Vorwahl', 'Telefon', 'Telefax', 'Email', 'Internet', 'Bankverbindung', 'Straße-Adresse', 'Hausnummer', 'PLZ', 'Ort', 'Regierungsbezirk', 'Bundesland', 'Land', 'Zusätzl. Informationen', 'Rechtsform (kurz)', 'Hauptbranche WZ 2008', 'Top-Management'
CZERNY - BETRIEBSANLAGEN KG,+43,N/A,N/A, N/A,N/A,N/A,Hofstättenweg,2,2201,Gerasdorf,Korneuburg,Niederösterreich,AT,Gerasdorf,KG,47301Einzelhandel in fremdem Namen mit Motorenkraftstoffen (Agenturtankstellen),N/A
Cziglar GmbH,+43,03476 2828,03476 3558, info@cziglar.at, www.cziglar.at,Raiffeisenbank Bad Radkersburg-Klöch eGen 8490 Bad Radkersburg (38312),Oberlaafelderstraße,14,8490,Bad Radkersburg,Radkersburg,Steiermark,AT,Bad Radkersburg,GmbH,43220Gas-? Wasser-? Heizungs- sowie Lüftungs- und Klimainstallation,Geschäftsführer? vertritt seit 26.11.2005 selbständig|Stefan Bauer (m)f401515332#p401515332?401515333?120iconCompProfLink1980? Unterpurkla|N/A|26.11.2005|
Czipin Produktivitätssteigerungs-GmbH,+43,01 9616500,01 9616501, office@czipin.com, www.czipin.com,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG 1020 Wien (32000),Mariannengasse,10,1090,Wien,Wien  9.?Alsergrund,Wien,AT,Wien,GmbH,70220Unternehmensberatung,Geschäftsführer? vertritt seit 01.04.2003 selbständig|Mag. Alois Czipin (m)f401341301#p401341301?400137822?120iconCompProfLink1956? Wien|N/A|01.04.2003|!Geschäftsleitung? vertritt seit 25.01.2012 gemeinsam mit einem Geschäftsführer oder gemeinsam mit einem weiteren Gesamtprokuristen|Mag. Gerald Trofer (m)f401341301#p401341301?402285209?131iconCompProfLink1969? Biedermannsdorf|Prokura|07.02.2012|
Cäsar Lenzi, Baumeister,+43,05552 62432,N/A, N/A,N/A,N/A,Schillerstraße,18,6700,Bludenz,Bludenz,Vorarlberg,AT,Bludenz,eK,41201Bau von Gebäuden (ohne Fertigteilbau),N/A
C3 Logistik GmbH,+43,0512 3434543500,N/A, info@c3logistik.at, www.c3logistik.at,Bank für Tirol und Vorarlberg Aktiengesellschaft 6020 Innsbruck (16000),Andechsstraße,73,6020,Innsbruck,Innsbruck-Stadt,Tirol,AT,Innsbruck,GmbH,52291Spedition,Geschäftsführer? vertritt seit 01.01.2016 gemeinsam mit einem weiteren Geschäftsführer|Mag. Paul Jäger (m)f402220390#p402220390?401624337?120iconCompProfLink1972? Innsbruck|N/A|10.02.2015|!Geschäftsführer? vertritt seit 01.01.2016 gemeinsam mit einem weiteren Geschäftsführer|Alexandra Watzlawek (w)f402220390#p402220390?402542855?120iconCompProfLink1969? Innsbruck|N/A|08.01.2016|
C&P Immobilien AG,+43,03136 200200,03136 2002015, office@cp-ag.at, www.cp-ag.at,SÜDOSTSTEIRISCHE SPARKASSE AG 8082 Kirchbach (20809),Hauptstraße,179,8141,Unterpremstätten,Graz-Umgebung,Steiermark,AT,Unterpremstätten,AG,66190Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten,Vorstandsvorsitzender? Vorsitzender vertritt seit 28.03.2008 gemeinsam mit einem weiteren Vorstandsmitglied|Ingenieur Markus Ritter (m)f401554506#p401554506?401528352?110iconCompProfLink1984? Heiligenkreuz am Waasen|N/A|09.05.2008|!Vorstand? Mitglied vertritt seit 28.03.2008 gemeinsam mit einem weiteren Vorstandsmitglied|Ingenieur Thomas Schober-Plankl (m)f401554506#p401554506?401492642?113iconCompProfLink1983? Graz|N/A|09.05.2008|
D + H Brandrauch-Lüftungssysteme GmbH,+43,01 6986313,01 698631335, office@dh-partner.at, www.dh-partner.at,Raiffeisenlandesbank Niederösterreich-Wien AG 1010 Wien? UniCredit Bank Austria AG 2334 Vösendorf-Süd (31100? 11000),Laxenburgerstraße,196,2331,Vösendorf,Mödling,Niederösterreich,AT,Vösendorf,GmbH,46692Großhandel mit sonstigen Maschinen,Geschäftsführer? vertritt seit 01.11.2016 selbständig|Christoph Kern (m)f401178536#p401178536?402591714?120iconCompProfLink1970|N/A|17.11.2016|!Geschäftsführer? vertritt seit 05.09.2000 selbständig|Alfred Strohmayer (m)f401178536#p401178536?401178537?120iconCompProfLink1968? Vösendorf|N/A|05.09.2000|
D P B Rail Infra Service GmbH,+43,03462 6699,03462 669920, dpb@dpb.at, www.dpb.at,Raiffeisenbank Deutschlandsberg reg.Gen.m.b.H. 8523 Frauental an der Laßnitz (38043),Gamserstraße,23,8523,Frauental an der Laßnitz,Deutschlandsberg,Steiermark,AT,Frauental an der Laßnitz,GmbH,43210Elektroinstallation,Geschäftsführer? vertritt seit 22.07.2005 selbständig|Ingenieur Wilhelm Moser (m)f401267770#p401267770?401006219?120iconCompProfLink1969? Feldkirchen|N/A|15.01.2002|!Geschäftsführer? vertritt seit 15.01.2002 selbständig|Ingenieur Christian Trummer (m)f401267770#p401267770?401006217?120iconCompProfLink1961? Frauental an der Laßnitz|N/A|15.01.2002|!Geschäftsleitung? vertritt seit 10.12.2007 selbständig|Evelyn Satz (w)f401267770#p401267770?401646727?131iconCompProfLink1967? Fernitz|Prokura|18.12.2007|
D & J Schulmeister GmbH,+43,02812 84330,02812 843320, info@schulmeister.at, www.schulmeister.at,SPARKASSE GROSS GERUNGS 3920 Groß Gerungs? Raiffeisenbank Gross Gerungs eGen 3920 Groß Gerungs (20272? 32589),Kreuzberg,303,3920,Groß Gerungs,Zwettl,Niederösterreich,AT,Groß Gerungs,GmbH,43912Zimmerei und Ingenieurholzbau,Geschäftsführer? vertritt seit 01.01.2000 selbständig|Dietrich Schulmeister (m)f400342423#p400342423?400376710?120iconCompProfLink1960? Rappottenstein|N/A|20.01.2000|!Geschäftsführer? vertritt seit 01.01.2000 selbständig|Jürgen Schulmeister (m)f400342423#p400342423?400946049?120iconCompProfLink1971? Wien|N/A|20.01.2000|
D & R Verlagsgesellschaft m.b.H. Nfg. KG,+43,01 740770,01 74077888, office@d-r.at, www.dundr.at,UniCredit Bank Austria AG 1030 Wien (20151),Leberstraße,122,1110,Wien,Wien 11.?Simmering,Wien,AT,Wien,KG,58140Verlegen von Zeitschriften,Geschäftsleitung? vertritt seit 01.07.2004 selbständig|Gerhard Milletich (m)f401411768#p401411768?400105512?131iconCompProfLink1956? Parndorf|Prokura|09.07.2004|
D & S Eventgastronomie GmbH,+43,05242 6289612,N/A, info@marktplatz-schwaz.at,N/A,N/A,Andreas-Hofer-Straße,10,6130,Schwaz,Schwaz,Tirol,AT,Schwaz,GmbH,56101Restaurants mit herkömmlicher Bedienung,Geschäftsführer? vertritt seit 28.02.2012 selbständig|Karl Donninger (m)f402296966#p402296966?401539891?120iconCompProfLink1962? Buch bei Jenbach|N/A|28.02.2012|
D & W Projektentwicklungs- u. Handels GmbH,+43,01 485000013,01 485000010, office@dwprojekt.at, www.dwprojekt.at,N/A,Tullnerstraße,2,3423,St. Andrä-Wördern,Tulln,Niederösterreich,AT,St. Andrä-Wördern,GmbH,41201Bau von Gebäuden (ohne Fertigteilbau),Geschäftsführer? vertritt seit 17.09.2014 selbständig|Tomasz-Bernard Sarnowski (m)f401633717#p401633717?402306660?120iconCompProfLink1975? Traiskirchen|N/A|02.10.2014|!Geschäftsleitung? vertritt seit 22.02.2017 selbständig|Jasna Miskovic (w)f401633717#p401633717?402609222?131iconCompProfLink1985? Wien|Prokura|07.03.2017|
d'Ambrosio GmbH,+43,01 5330416,01 532635218, office@dambrosio.shoes, www.dambrosio-shoes.com,Bankhaus Carl Spängler & Co. Aktiengesellschaft 1010 Wien (19530),Bauernmarkt,6,1010,Wien,Wien  1.?Innere Stadt,Wien,AT,Wien,GmbH,47722Einzelhandel mit Lederwaren und Reisegepäck,Geschäftsführer? vertritt seit 11.06.2008 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Mag. Alessandro D Ambrosio (m)f400058429#p400058429?400620334?120iconCompProfLink1966? Wien|N/A|25.06.2008|!Geschäftsführer? vertritt seit 11.06.2008 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Manuela Ebner-d'Ambrosio (w)f400058429#p400058429?400620335?120iconCompProfLink1969? Wien|N/A|08.06.2002|!Geschäftsleitung? vertritt seit 01.01.2006 selbständig|Sylvia d'Ambrosio (w)f400058429#p400058429?400152808?131iconCompProfLink1943? Wien|Prokura|10.03.2006|
D. Kuhn GmbH,+43,03515 20092,03512 44899, 0140@restaurant.mcdonalds.at? 		d.kuhn@kuhn.co.at, www.mcdonalds.at,N/A,Bundesstraße,42,8715,Feistritz bei Knittelfeld,Knittelfeld,Steiermark,AT,Feistritz bei Knittelfeld,GmbH,56103Imbissstuben u.Ä.,Geschäftsführer? vertritt seit 07.06.2000 selbständig|Dietmar Kuhn (m)f401094537#p401094537?401163348?120iconCompProfLink1968? Feistritz bei Knittelfeld|N/A|07.06.2000|
D.A.T. Dachabdichtungstechnik Ges.m.b.H.,+43,02262 63948,02262 639485, office@datgmbh.at, www.datgmbh.at,RAIFFEISENBANK KORNEUBURG reg.Gen.m.b.H. 2111 Rückersdorf? UniCredit Bank Austria AG 2100 Korneuburg (32395? 11000),Gewerbering,1,2111,Tresdorf,Korneuburg,Niederösterreich,AT,Tresdorf,GmbH,43911Dachdeckerei und Bauspenglerei,Geschäftsführer? vertritt seit 05.02.1997 selbständig|Hasim Rizvanovik (m)f400890399#p400890399?400890400?120iconCompProfLink1966? Wien|N/A|05.02.1997|
D.A.T.A. Corporation Softwareentwicklungs GmbH,+43,0664 4225737,01 7103631, office@data.at, www.data.at,UniCredit Bank Austria AG 1030 Wien (20151),Invalidenstraße,5-7,1030,Wien,Wien  3.?Landstraße,Wien,AT,Wien,GmbH,62030Betrieb von Datenverarbeitungseinrichtungen für Dritte,Geschäftsführer? vertritt seit 19.11.1996 selbständig|Martina Albert (w)f400873938#p400873938?400873939?120iconCompProfLink1971? Wien|N/A|19.11.1996|
D.D.M. Multiservice & Montagetechnik GmbH,+43,01 9561117,01 956111720, office@ddm-montage.at, www.ddm-montage.at,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft 1018 Wien (14000),Avedikstrasse,25,1150,Wien,Wien 15.?Rudolfsheim-Fünfhaus,Wien,AT,Wien,GmbH,43999Baugewerbe a. n. g.,Geschäftsführer? vertritt seit 21.10.2008 selbständig|Milenko Djukanovic (m)f401700867#p401700867?401700868?120iconCompProfLink1985? Wien|N/A|21.10.2008|
D.I.M.A.S. Bohr- und Säge-Gesellschaft m.b.H.,+43,03135 50900,03135 5090050, graz@dimas.co.at, www.dimas.co.at,UniCredit Bank Austria AG 8011 Graz (12760),Bahnhofstraße,108,8401,Kalsdorf,Graz-Umgebung,Steiermark,AT,Kalsdorf,GmbH,43999Baugewerbe a. n. g.,Geschäftsführer? vertritt seit 30.09.2005 selbständig|Georg Lahofer (m)f400068521#p400068521?401065675?120iconCompProfLink1980? Bad Pirawarth|N/A|30.11.2005|
D.J.T. Internationale Transporte & Handel GmbH,+43,0800 240431554,N/A, office@d-j-t.at, mobil.d-j-t.at? 		  www.d-j-t.at,N/A,Flötzerweg,156,4030,Linz,Linz(Stadt),Oberösterreich,AT,Linz,GmbH,47191Einzelhandel mit Waren verschiedener Art (ohne Nahrungsmittel),Geschäftsführer? vertritt seit 19.03.2009 selbständig|Dragan Jovic (m)f401726204#p401726204?401726205?120iconCompProfLink1969? Traun|N/A|19.03.2009|
D.M. Industriemontage GmbH,+43,01 4810660,01 4810770, office@dm-industriemontage.at, www.dm-industriemontage.at,N/A,Ortsstraße,73-77,2331,Vösendorf,Mödling,Niederösterreich,AT,Vösendorf,GmbH,78300Sonstige Überlassung von Arbeitskräften,Geschäftsführer? vertritt seit 20.05.2008 selbständig|Danijel Dujmovic (m)f401675248#p401675248?401675249?120iconCompProfLink1984? Wien|N/A|20.05.2008|
D.N.S. Werbe GmbH,+43,N/A,01 52555511, office@nitschewerbung.com, www.nitschewerbung.com,N/A,Gymnasiumstraße,41,1180,Wien,Wien 18.?Währing,Wien,AT,Wien,GmbH,73110Werbeagenturen,Geschäftsführer? vertritt seit 01.01.2009 selbständig|Michael Nitsche (m)f401687692#p401687692?401221547?120iconCompProfLink1964? Wien|N/A|31.01.2009|!Geschäftsführer? vertritt seit 01.03.2011 selbständig|Roland Wolf (m)f401687692#p401687692?400594421?120iconCompProfLink1958? Wien|N/A|08.03.2011|
Dach + Fach Holzbau GesmbH,+43,05262 61133,05262 6113340, info@dachundfach.at, www.dachundfach.at,Raiffeisen-Regionalbank Telfs? registrierte Genossenschaft mit beschränkter Haftung 6403 Flaurling (36336),Gewerbezone,5,6404,Polling,Innsbruck-Land,Tirol,AT,Polling,GmbH,43912Zimmerei und Ingenieurholzbau,Geschäftsführer? vertritt seit 12.07.1996 selbständig|Karl-Heinz Eppacher (m)f400854249#p400854249?400854251?120iconCompProfLink1965? Inzing|N/A|12.07.1996|!Geschäftsführer? vertritt seit 12.07.1996 selbständig|Josef Riml (m)f400854249#p400854249?400854250?120iconCompProfLink1968? Pettnau|N/A|12.07.1996|
DACH Medical Group GmbH,+43,06274 20204,06274 2020440, office@dach-medical-group.com, www.dach-medical-group.com,Raiffeisenbank Lamprechtshausen-Bürmoos reg.Gen.m.b.H. 5111 Bürmoos (35130),Steinbach,9,5121,Ostermiething,Braunau am Inn,Oberösterreich,AT,Ostermiething,GmbH,46462Großhandel mit medizinischen und orthopädischen Artikeln? Dental- und Laborbedarf,Geschäftsführer? vertritt seit 30.07.2010 selbständig|Franz Buchner (m)f401326141#p401326141?402031362?120iconCompProfLink1966? Ostermiething|N/A|03.09.2010|!Geschäftsleitung? vertritt seit 07.09.2016 selbständig|Gerhard Schöndorfer (m)f401326141#p401326141?402581877?131iconCompProfLink1965? Rutzenmoos|Prokura|10.09.2016|
Dach & Fach Liegenschaftsverwertung GmbH,+43,01 5329221,01 532922115, office@dach-fach.at, www.nestbau.at,Raiffeisenbank Region St. Pölten eGen 3100 St. Pölten (32000),Werdertorgasse,3,1010,Wien,Wien  1.?Innere Stadt,Wien,AT,Wien,GmbH,68311Vermittlung von Wohngrundstücken? Wohngebäuden und Wohnungen für Dritte,Geschäftsführer? vertritt seit 15.11.2001 selbständig|Michaela Funder (w)f400476870#p400476870?400289926?120iconCompProfLink1962? Wien|N/A|01.09.1994|
Dachbau GmbH,+43,06549 20000,06549 20000222, info@dachbau.at, www.dachbau.at,Volksbank Salzburg eG 5020 Salzburg? Raiffeisenverband Salzburg eGen 5700 Zell am See (45010? 35100),Gewerbegebiet,531,5721,Piesendorf,Zell am See,Salzburg,AT,Piesendorf,GmbH,43911Dachdeckerei und Bauspenglerei,Geschäftsführer? vertritt seit 18.01.2001 selbständig|Herbert Arzt (m)f401198301#p401198301?400223984?120iconCompProfLink1961? Zell am See|N/A|18.01.2001|!Geschäftsleitung? vertritt seit 01.03.2014 selbständig|Heinz Schneider (m)f401198301#p401198301?402416063?131iconCompProfLink1975? Viehhofen|Prokura|04.03.2014|
Dachbau GmbH Fassade,+43,06549 20000,N/A, N/A,N/A,N/A,Gewerbegebiet,538,5721,Piesendorf,Zell am See,Salzburg,AT,Piesendorf,GmbH,79110Reisebüros,Geschäftsführer? vertritt seit 07.11.2013 selbständig|Herbert Arzt (m)f401836727#p401836727?400223984?120iconCompProfLink1961? Zell am See|N/A|20.11.2013|!Geschäftsführer? vertritt seit 01.03.2017 gemeinsam mit einem/einer weiteren Geschäftsführer/in|Heinz Schneider (m)f401836727#p401836727?402416063?120iconCompProfLink1975? Viehhofen|N/A|03.03.2017|
Dachdeckerei Schwendinger GmbH,+43,05572 28840,05572 288405, office@dachdeckerei-schwendinger.at, www.dachdeckerei-schwendinger.at,N/A,Hatlerstraße,53,6850,Dornbirn,Bregenz,Vorarlberg,AT,Dornbirn,GmbH,43911Dachdeckerei und Bauspenglerei,Geschäftsführer? vertritt seit 28.09.2010 selbständig|Josef Schwendinger (m)f402035510#p402035510?402002268?120iconCompProfLink1962? Dornbirn|N/A|28.09.2010|
Dachdeckerei & Spenglerei Christoph Pilotto GmbH,+43,06462 4499,06462 449944, info@pilotto.at, www.pilotto.at,Volksbank Salzburg eGen 5500 Bischofshofen? Salzburger Sparkasse Bank Aktiengesellschaft 5500 Bischofshofen (45010? 20404),Gasteiner Straße,81,5500,Bischofshofen,Sankt Johann im Pongau,Salzburg,AT,Bischofshofen,GmbH,43911Dachdeckerei und Bauspenglerei,Geschäftsführer? vertritt seit 17.07.2010 selbständig|Christoph Pilotto (m)f402024038#p402024038?400725403?120iconCompProfLink1961|N/A|17.07.2010|
Dachdeckerei-Spenglerei Zickbauer GmbH,+43,02266 62345,02266 6234516, office@dachspezi.at, www.dachspezi.at,UniCredit Bank Austria AG 2000 Stockerau? Raiffeisenbank Stockerau eGen 2000 Stockerau (11000? 32842),Weineckgasse,19,2000,Stockerau,Korneuburg,Niederösterreich,AT,Stockerau,GmbH,43911Dachdeckerei und Bauspenglerei,Geschäftsführer? vertritt seit 12.03.1998 selbständig|Bernhard Zickbauer (m)f400961652#p400961652?400961653?120iconCompProfLink1969? Stockerau|N/A|12.03.1998|
DACHL HAUSTECHNIK e.U.,+43,05 1704,01 3683994, office@dachl.at, www.dachl.at,UniCredit Bank Austria AG 1030 Wien (20151),Billrothstraße,8-10,1190,Wien,Wien 19.?Döbling,Wien,AT,Wien,eK,43220Gas-? Wasser-? Heizungs- sowie Lüftungs- und Klimainstallation,N/A
Dachs Fleischveredelung GmbH,+43,07724 8041,07724 80414, fleisch.dachs@a1.net,N/A,Raiffeisenbank Region Altheim eGen 4950 Altheim (34030),Untertreubach,1,5272,Treubach,Braunau am Inn,Oberösterreich,AT,Treubach,GmbH,10130Fleischverarbeitung,Geschäftsführer? vertritt seit 28.09.2012 selbständig|Franz Dachs (m)f401495161#p401495161?402335352?120iconCompProfLink1979? Treubach|N/A|03.10.2012|!Geschäftsleitung? vertritt seit 25.10.2012 selbständig|Johannes Dachs (m)f401495161#p401495161?402339677?131iconCompProfLink1982? Treubach|Prokura|06.11.2012|
DACHSER Austria Air & Sea GmbH,+43,07221 6004323,07221 6004349, dachser.linz-asl@dachser.com, www.dachser.at,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft 4020 Linz (34000),Flughafenstraße,1,4063,Hörsching,Linz-Land,Oberösterreich,AT,Hörsching,GmbH,52291Spedition,Geschäftsführer? vertritt seit 01.06.2013 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Thomas Krüger (m)f401535076#p401535076?402373226?120iconCompProfLink1964|N/A|20.06.2013|!Geschäftsführer? vertritt seit 28.02.2006 gemeinsam mit einem weiteren Geschäftsführer oder einem Prokuristen|Michael Rainer (m)f401535076#p401535076?401535077?120iconCompProfLink1975? Hörsching|N/A|28.02.2006|!Geschäftsleitung? vertritt seit 01.05.2008 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Gerald Gatterbauer (m)f401535076#p401535076?401674571?131iconCompProfLink1965|Prokura|15.05.2008|!Geschäftsleitung? vertritt seit 01.04.2010 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Alfred Koblmüller (m)f401535076#p401535076?401977094?131iconCompProfLink1977? Buchkirchen|Prokura|16.04.2010|!Geschäftsleitung? vertritt seit 01.06.2013 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Rolf Mertins (m)f401535076#p401535076?402373227?131iconCompProfLink1968|Prokura|20.06.2013|!Geschäftsleitung? vertritt seit 01.01.2009 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Thomas Ostermann (m)f401535076#p401535076?401717173?131iconCompProfLink1964|Prokura|29.01.2009|!Geschäftsleitung? vertritt seit 01.01.2009 gemeinsam mit einem Geschäftsführer oder einem weiteren Prokuristen|Dieter Venc (m)f401535076#p401535076?401717172?131iconCompProfLink1963|Prokura|29.01.2009|
Dachservice Gautsch GmbH,+43,04212 61350,04212 61354, office@dachservice-gautsch.at, www.dachservice-gautsch.at,Raiffeisen-Bezirksbank St. Veit a.d. Glan-Feldkirchen? registrierte Genossenschaft mit beschränkter Haftung 9300 St. Veit an der Glan (39475),Pörlinghofsiedlung,14,9311,Kraig,Sankt Veit an der Glan,Kärnten,AT,Kraig,GmbH,43911Dachdeckerei und Bauspenglerei,Geschäftsführer? vertritt seit 22.12.2004 selbständig|Gottfried Gautsch (m)f401452258#p401452258?400493841?120iconCompProfLink1959? Kraig|N/A|22.12.2004|
Dachstein Outdoor & Lifestyle GmbH,+43,0662 90550,0662 9055055, info@dachsteinschuhe.com, www.dachsteinschuhe.com,N/A,Söllheimerstraße,16,5020,Salzburg,Salzburg(Stadt),Salzburg,AT,Salzburg,GmbH,46422Großhandel mit Schuhen,Geschäftsführer? vertritt seit 11.03.2016 gemeinsam mit einem/einer weiteren Geschäftsführer/in oder einer/einem Prokuristin/Prokuristen|Mag. Kerstin Gelbmann (w)f402370008#p402370008?401376575?120iconCompProfLink1974? Wien|N/A|29.05.2013|!Geschäftsführer? vertritt seit 11.03.2016 gemeinsam mit einem/einer weiteren Geschäftsführer/in oder einer/einem Prokuristin/Prokuristen|Dr. Oliver Wieser (m)f402370008#p402370008?401217319?120iconCompProfLink1972? Deutschfeistritz|N/A|29.05.2013|!Geschäftsleitung? vertritt seit 11.03.2016 gemeinsam mit einem/einer Geschäftsführer/in oder einer/einem weiteren Prokuristin/Prokuristen|Christian Wolsegger (m)f402370008#p402370008?402556390?131iconCompProfLink1980? Wien|Prokura|24.03.2016|
Dachstein Tourismus AG,+43,050 140,050 14011300, info@dachstein.at, www.dachstein.at,Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft 4020 Linz? Raiffeisenbank Ramsau am Dachstein registrierte Genossenschaft mit beschränkter Haftung 8972 Ramsau am Dachstein? Volksbank Bad Goisern eingetragene Genossenschaft 4822 Bad Goisern? Oberösterreichische Landesbank AG 4020 Linz (20320? 38313? 40720? 54000),Gosauseestraße,52,4824,Gosau,Gmunden,Oberösterreich,AT,Gosau,AG,49310Personenbeförderung im Nahverkehr zu Lande (ohne Taxis),Vorstand? vertritt seit 05.06.2001 selbständig|Alfred Bruckschlögl (m)f400018334#p400018334?400400894?113iconCompProfLink1956? Gosau|N/A|13.04.2000|
Dach/Spenglerei HASLER, Hallen-, Kant- und Montagetechnik GmbH,+43,N/A,03582 200294, office@hasler-spenglerei.at, www.hasler-spenglerei.at,Steiermärkische Bank und Sparkassen Aktiengesellschaft 8811 Scheifling? RAIFFEISENBANK MURAU reg.Gen.m.b.H. 8850 Murau (20815? 38238),Kärntnerstraße,15,8811,Scheifling,Murau,Steiermark,AT,Scheifling,GmbH,41201Bau von Gebäuden (ohne Fertigteilbau),Geschäftsführer? vertritt seit 29.09.2004 selbständig|Christian Hasler (m)f401427802#p401427802?401022247?120iconCompProfLink1970? Scheifling|N/A|29.09.2004|!Geschäftsführer? vertritt seit 29.09.2004 selbständig|Hubert Hasler (m)f401427802#p401427802?400963178?120iconCompProfLink1963? Perchau am Sattel|N/A|29.09.2004|
